Year,Institute,Program,Quota,Category,Round,Opening Rank,Closing Rank
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 3,393516,467365
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 3,668297,900297
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN,Round 3,328234,1455715
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),Home State,OPEN(TF),Round 3,412555,483567
2025,"ABSS INSTITUTE OF TECHNOLOGY, MEERUT,MEERUT",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,1111793,1142213
2025,"ABSS INSTITUTE OF TECHNOLOGY, MEERUT,MEERUT",Computer Science and Engineering,Home State,OPEN,Round 1,368204,1250288
2025,"ABSS INSTITUTE OF TECHNOLOGY, MEERUT,MEERUT",Computer Science and Engineering,Home State,OPEN,Round 2,876591,892913
2025,"ABSS INSTITUTE OF TECHNOLOGY, MEERUT,MEERUT",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,1241007,1241007
2025,"ABSS INSTITUTE OF TECHNOLOGY, MEERUT,MEERUT",Computer Science and Engineering,Home State,OPEN,Round 3,793792,1380664
2025,"ABSS INSTITUTE OF TECHNOLOGY, MEERUT,MEERUT",Electrical Engineering,Home State,OPEN,Round 3,1355630,1355630
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 1,650660,1382275
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 1,732131,1106334
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 1,741293,1440403
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,476667,1312276
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,Home State,OPEN,Round 1,531642,800253
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OPEN,Round 1,160242,1241334
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,760313,764647
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 1,883029,883029
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),Home State,OPEN,Round 1,975066,1215398
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),Home State,OPEN,Round 1,1009279,1392356
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 1,429519,1038141
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OPEN,Round 2,662359,662359
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,846870,1326419
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 2,1205650,1205650
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 2,411365,411365
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 2,404199,1173241
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),Home State,OPEN,Round 2,973579,973579
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 3,852756,1125719
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 3,469474,469474
2025,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 3,662476,1416807
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,BC(Girl),Round 1,427821,530120
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,BC,Round 1,348740,505972
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,SC,Round 1,623875,848729
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,SC(Girl),Round 1,1194270,1194270
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,EWS(OPEN),Round 1,413987,476455
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,366388,399746
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OPEN,Round 1,163051,340418
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,BC(Girl),Round 2,829285,841841
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,BC,Round 2,684996,899817
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,EWS(OPEN),Round 2,676250,887668
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,427821,729614
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OPEN,Round 2,390015,676091
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,SC,Round 2,698057,1147377
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,BC(Girl),Round 3,951236,1249887
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,BC,Round 3,1293743,1303444
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,EWS(OPEN),Round 3,1185959,1185959
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,764498,887668
2025,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,Home State,OPEN,Round 3,374278,1169656
2025,"ADHUNIK COLLEGE OF ENGG.,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,672397,1321970
2025,"ADHUNIK COLLEGE OF ENGG.,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 1,446413,446413
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,EWS(OPEN),Round 1,402059,474418
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,OPEN,Round 1,160057,204420
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 1,131739,160140
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(OPEN),Round 1,129860,142896
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,BC(Girl),Round 1,882136,1329400
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,BC(AF),Round 1,411013,411013
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,EWS(OPEN),Round 1,206929,220144
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,EWS(OPEN),Round 1,507616,739382
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,BC(Girl),Round 1,286406,458207
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering,Home State,OPEN(GIRL),Round 1,216703,308515
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,SC(Girl),Round 1,498275,975303
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS(AF),Round 1,485918,485918
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 1,102164,112310
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 1,105064,155151
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,BC(AF),Round 1,430624,475920
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology (FW),Home State,OPEN(TF),Round 1,111655,141080
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,OPEN(AF),Round 1,424193,424193
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC(Girl),Round 1,308209,576525
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,OPEN(GIRL),Round 1,338000,492818
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,Home State,OPEN(AF),Round 1,384460,384460
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering (FW),Home State,OPEN(TF),Round 1,213977,264928
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(OPEN),Round 1,174419,184745
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 1,62732,148025
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,SC,Round 1,640048,829773
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,OPEN(GIRL),Round 1,102821,191520
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,BC,Round 1,212788,261495
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(OPEN),Round 1,148785,155670
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC(Girl),Round 1,195388,213703
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,SC(Girl),Round 1,711777,1131180
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,OPEN(AF),Round 1,211713,290717
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,BC,Round 1,471302,769563
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS(GL),Round 1,299518,341520
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,BC(Girl),Round 1,218315,304997
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,SC(Girl),Round 1,760768,1237012
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,Home State,OPEN(GIRL),Round 1,221348,326810
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(GL),Round 1,137270,138181
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS(OPEN),Round 1,284572,346075
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,BC,Round 1,277754,376850
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,SC,Round 1,235644,403450
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC,Round 1,153706,181890
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,OPEN(AF),Round 1,347333,347333
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,BC,Round 1,401978,573594
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,OPEN(GIRL),Round 1,304354,426856
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering,Home State,OPEN(AF),Round 1,1134102,1134102
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(AF),Round 1,189576,241855
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,EWS(AF),Round 1,539206,539206
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,OPEN,Round 1,129633,205720
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,BC(AF),Round 1,339349,350584
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,Home State,EWS(GL),Round 1,372833,372833
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(AF),Round 1,275781,275781
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,EWS(GL),Round 1,205575,231247
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,47116,136700
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,SC(Girl),Round 1,331021,709098
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(PH),Round 1,1206994,1206994
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 1,57845,275856
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,SC,Round 1,774425,934150
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering,Home State,SC,Round 1,447157,545024
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,ST,Round 1,591911,1278221
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,SC(Girl),Round 1,535753,732704
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,EWS(OPEN),Round 1,195103,207525
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC,Round 1,176379,206712
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,OPEN(PH),Round 1,1206917,1206917
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(AF),Round 1,248864,256178
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,SC,Round 1,584839,1000922
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,EWS(OPEN),Round 1,174320,196982
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,BC,Round 1,179790,213358
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,EWS(GL),Round 1,495925,495925
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,SC,Round 1,486887,611728
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Round 1,261218,480322
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,EWS(OPEN),Round 1,210942,224768
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(GL),Round 1,171441,180445
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,OPEN,Round 1,62275,185454
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,BC(AF),Round 1,325963,340672
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN(AF),Round 1,277667,412975
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,BC(Girl),Round 1,477727,662436
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,BC(Girl),Round 1,236587,316144
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,EWS(GL),Round 1,213420,213420
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,EWS(GL),Round 1,1102433,1102433
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC(AF),Round 1,212782,217769
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,OPEN(GIRL),Round 1,182622,214678
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,SC(Girl),Round 1,651116,892513
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,Home State,SC,Round 1,548300,1462489
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(FF),Round 1,1008471,1008471
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,Home State,BC,Round 1,341667,435918
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,SC,Round 1,397115,1448311
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC(Girl),Round 1,220135,255085
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,SC,Round 1,410392,856172
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,BC(AF),Round 1,293811,299305
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,EWS(AF),Round 1,346671,346671
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering,Home State,BC,Round 1,529633,593486
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,Home State,SC(Girl),Round 1,707020,980529
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,OPEN(GIRL),Round 1,175003,229770
2025,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC(Girl),Round 1,142976,189032
