Year,Institute,Program,Quota,Category,Round,Opening Rank,Closing Rank
2025,"A.N.A.COLLEGE OF ENGINEERING & MANAGEMENT,BAREILLY",Information Technology,Home State,OPEN,Round 1,745436,745436
2025,"A.N.A.COLLEGE OF ENGINEERING & MANAGEMENT,BAREILLY",Computer Science and Engineering,Home State,OPEN,Round 1,244556,1020711
2025,"A.N.A.COLLEGE OF ENGINEERING & MANAGEMENT,BAREILLY",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,629525,629525
2025,"A.N.A.COLLEGE OF ENGINEERING & MANAGEMENT,BAREILLY",Information Technology,Home State,OPEN,Round 2,414149,414149
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,BC(Girl),Round 1,642103,1106541
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(AF),Round 1,494133,1126105
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,OPEN,Round 1,383025,734174
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,OPEN(AF),Round 1,1100796,1100796
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,EWS(OPEN),Round 1,525600,663901
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,SC(Girl),Round 1,296045,1303843
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,80997,293854
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,SC,Round 1,341862,1401527
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC,Round 1,280570,395773
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(GL),Round 1,339583,347339
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,OPEN(GIRL),Round 1,663725,1048654
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(PH),Round 1,1124869,1124869
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,EWS(GL),Round 1,619190,681764
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,OPEN(GIRL),Round 1,350265,533858
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC(Girl),Round 1,294061,448172
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(AF),Round 1,290776,485776
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC(Girl),Round 1,298570,449076
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,SC,Round 1,1011269,1011269
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 1,81534,278476
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS(GL),Round 1,404003,453654
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(GL),Round 1,347725,363961
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 1,84282,181098
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(GL),Round 1,302626,346972
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN,Round 1,195624,304225
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(OPEN),Round 1,278506,327256
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,BC(Girl),Round 1,512958,661979
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 1,198479,234841
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,BC,Round 1,400953,540065
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Round 1,340903,1331929
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,ST,Round 1,1256434,1256434
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC(Girl),Round 1,449749,481613
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(OPEN),Round 1,305092,335356
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,BC,Round 1,553662,741088
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC,Round 1,279880,391147
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC,Round 1,323711,411300
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,SC,Round 1,737339,1169908
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN(AF),Round 1,621734,808230
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(OPEN),Round 1,282688,329940
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(AF),Round 1,532682,586826
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN,Round 1,247993,397445
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS(OPEN),Round 1,403061,481367
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,EWS(OPEN),Round 1,777967,995573
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 1,144587,285972
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,SC,Round 1,829555,1418516
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,OPEN,Round 1,267582,522564
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 1,223633,308609
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering (FW),Home State,OPEN(TF),Round 1,172150,237806
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering (FW),Home State,OPEN(TF),Round 1,260887,416910
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC(Girl),Round 1,329038,798313
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,ST,Round 1,693188,1057638
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 1,88900,279206
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC(AF),Round 1,672593,750196
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,BC,Round 1,808918,1443310
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,94701,175763
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 1,294753,400090
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC(AF),Round 1,753221,764757
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),Home State,OPEN(TF),Round 1,170962,189339
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(AF),Round 1,283337,494596
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC(AF),Round 1,514208,735648
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,BC(Girl),Round 2,622461,1142522
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC(AF),Round 2,818314,1354087
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC(Girl),Round 2,336985,540463
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC,Round 2,340808,516031
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(GL),Round 2,347339,416428
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(OPEN),Round 2,339552,425186
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(AF),Round 2,407800,624498
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,210069,329928
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 2,122704,337367
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,SC(Girl),Round 2,527798,1140655
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,SC,Round 2,837064,1331929
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,149460,188072
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,BC,Round 2,561075,993421
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS(GL),Round 2,488089,564903
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS(OPEN),Round 2,546970,679157
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 2,160060,478859
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN,Round 2,373090,543927
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 2,212788,237717
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,Home State,OPEN,Round 2,348216,1378853
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering (FW),Home State,OPEN(TF),Round 2,353725,392515
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC(AF),Round 2,761873,818995
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC(Girl),Round 2,451232,557137
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC,Round 2,349559,510179
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(GL),Round 2,319413,372505
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(OPEN),Round 2,350613,429413
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(AF),Round 2,535354,633561
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 2,239047,298570
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 2,152438,337914
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Round 2,1037928,1352743
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 2,144358,171166
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC(Girl),Round 2,545449,576716
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC,Round 2,424742,543590
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(GL),Round 2,397976,438466
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(OPEN),Round 2,373159,445432
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(AF),Round 2,666061,845306
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 2,326608,365023
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN,Round 2,317238,368619
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,SC,Round 2,1288438,1288438
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),Home State,OPEN(TF),Round 2,172366,192071
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,BC(Girl),Round 2,1175332,1329400
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,BC,Round 2,826219,1198545
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,EWS(GL),Round 2,663841,988676
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,EWS(OPEN),Round 2,777967,1338969
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,OPEN(GIRL),Round 2,501330,652057
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,OPEN,Round 2,402243,764821
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering (FW),Home State,OPEN(TF),Round 2,263894,283256
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,SC(Girl),Round 3,608963,1124354
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC(AF),Round 3,1134102,1134102
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC(Girl),Round 3,347604,574329
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,BC,Round 3,431190,605187
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(GL),Round 3,417971,420517
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(OPEN),Round 3,423479,534604
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(AF),Round 3,473519,658880
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,218718,332716
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,SC,Round 3,599762,1284774
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,ST,Round 3,591911,591911
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 3,106001,175424
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,BC(Girl),Round 3,1002950,1329400
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS(GL),Round 3,742447,921867
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 3,393299,680597
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN,Round 3,480609,1361976
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 3,241297,259988
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering (FW),Home State,OPEN(TF),Round 3,336985,613119
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC(Girl),Round 3,375485,458254
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC,Round 3,416773,558947
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(GL),Round 3,368749,397364
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(OPEN),Round 3,404481,513692
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(AF),Round 3,666061,676503
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 3,223486,320896
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 3,88900,393622
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Round 3,737339,1306035
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 3,158587,189330
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC(Girl),Round 3,605530,622874
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC,Round 3,501937,642787
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(GL),Round 3,528344,565644
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(OPEN),Round 3,535171,568650
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(AF),Round 3,852766,913441
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 3,280691,416070
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN,Round 3,171274,476156
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),Home State,OPEN(TF),Round 3,191169,195484
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,OPEN(GIRL),Round 3,542723,764390
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,Home State,OPEN,Round 3,513345,1302126
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering (FW),Home State,OPEN(TF),Round 3,243198,280382
2025,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 3,197508,411234
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,SC,Round 1,641559,1256783
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(GL),Round 1,612766,813134
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,BC,Round 1,658792,1078621
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC(Girl),Round 1,914136,1142732
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,SC(Girl),Round 1,1410788,1410788
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Round 1,783918,830672
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 1,174272,440392
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN,Round 1,153537,641921
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,SC,Round 1,846799,1147149
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 1,264765,632789
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(OPEN),Round 1,635099,921867
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(AF),Round 1,653403,1063346
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,EWS(GL),Round 1,420517,487481
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,BC,Round 1,445357,722580
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 1,172380,576653
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,BC(AF),Round 1,1197163,1197163
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,218718,411953
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,BC,Round 1,664589,1169531
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,BC(Girl),Round 1,670307,1083221
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 1,392053,594591
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,EWS(OPEN),Round 1,440558,634347
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(AF),Round 1,822676,822676
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,SC(Girl),Round 1,577986,1069846
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,124817,265685
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,BC(Girl),Round 1,417482,653033
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(GL),Round 1,649036,749366
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(OPEN),Round 1,647586,799574
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 1,183699,336074
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),Home State,OPEN(TF),Round 1,214705,339590
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,EWS(GL),Round 2,606998,721791
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 2,228708,679601
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,SC,Round 2,861486,861486
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,BC(Girl),Round 2,608699,1295842
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,BC,Round 2,700658,1464855
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,EWS(OPEN),Round 2,694900,1080117
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,417482,605137
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,185884,333988
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,BC(Girl),Round 2,914573,1457203
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,BC,Round 2,927865,1432047
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(GL),Round 2,836710,1464107
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(OPEN),Round 2,1003771,1344919
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(AF),Round 2,1028191,1028191
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 2,522036,762025
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 2,358505,865387
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 2,215061,426319
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,EWS(OPEN),Round 2,983335,1343758
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 2,643500,884616
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN,Round 2,490323,939949
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),Home State,OPEN(TF),Round 2,210561,403702
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,BC(Girl),Round 3,846640,861698
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,EWS(GL),Round 3,771401,1137722
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,407721,688355
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 3,131036,1464855
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 3,291809,376439
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 3,519192,822676
2025,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 3,195801,1453937
